month,day,hr,total_volume
3,8,17,2981
3,8,18,3284
3,8,19,3320
3,8,20,2476
3,8,21,1716
3,8,22,1605
3,8,23,1195
3,8,24,969
3,9,1,688
3,9,2,586
3,9,3,525
3,9,4,507
3,9,5,669
3,9,6,1100
3,9,7,1796
3,9,8,1469
3,9,9,2189
3,9,10,2713
3,9,11,2918
3,9,12,3134
3,9,13,3223
3,9,14,3462
3,9,15,3458
3,9,16,3536
3,9,17,3562
3,9,18,3398
3,9,19,3011
3,9,20,2238
3,9,21,1622
3,9,22,1313
3,9,23,1184
3,9,24,891
3,10,1,652
3,10,2,565
3,10,3,498
3,10,4,507
3,10,5,534
3,10,6,853
3,10,7,1453
3,10,8,1561
3,10,9,2271
3,10,10,2506
3,10,11,2697
3,10,12,2676
3,10,13,2822
3,10,14,3170
3,10,15,2706
3,10,16,3674
3,10,17,3399
3,10,18,3127
3,10,19,2906
3,10,20,1876
3,10,21,1772
3,10,22,1485
3,10,23,1165
3,10,24,909
3,11,1,695
3,11,2,579
3,11,3,529
3,11,4,502
3,11,5,575
3,11,6,943
3,11,7,1435
3,11,8,1608
3,11,9,2125
3,11,10,2216
3,11,11,2402
3,11,12,2653
3,11,13,3026
3,11,14,3340
3,11,15,3267
3,11,16,3450
3,11,17,3776
3,11,18,3744
3,11,19,3471
3,11,20,2118
3,11,21,1823
3,11,22,1524
3,11,23,1199
3,11,24,929
3,12,1,678
3,12,2,558
3,12,3,501
3,12,4,516
3,12,5,619
3,12,6,931
3,12,7,1472
3,12,8,1830
3,12,9,2381
3,12,10,2451
3,12,11,2939
3,12,12,3187
3,12,13,3253
3,12,14,3626
3,12,15,3798
3,12,16,3685
3,12,17,3721
3,12,18,3605
3,12,19,3593
3,12,20,2665
3,12,21,2144
3,12,22,1892
3,12,23,1495
3,12,24,1230
3,13,1,816
3,13,2,688
3,13,3,632
3,13,4,665
3,13,5,746
3,13,6,1099
3,13,7,1637
3,13,8,1632
3,13,9,2358
3,13,10,2564
3,13,11,2779
3,13,12,3043
3,13,13,3549
3,13,14,3761
3,13,15,3782
3,13,16,3780
3,13,17,3743
3,13,18,3614
3,13,19,3427
3,13,20,2517
3,13,21,2042
3,13,22,1870
3,13,23,1748
3,13,24,1489
3,14,1,1171
3,14,2,923
3,14,3,840
3,14,4,917
3,14,5,965
3,14,6,1091
3,14,7,1386
3,14,8,1682
3,14,9,2330
3,14,10,2422
3,14,11,2667
3,14,12,2794
3,14,13,3189
3,14,14,3250
3,14,15,3036
3,14,16,3187
3,14,17,2928
3,14,18,2859
3,14,19,3022
3,14,20,2678
3,14,21,1856
3,14,22,1591
3,14,23,1573
3,14,24,1347
3,15,1,1031
3,15,2,853
3,15,3,811
3,15,4,745
3,15,5,656
3,15,6,688
3,15,7,886
3,15,8,1272
3,15,9,1995
3,15,10,2160
3,15,11,2490
3,15,12,2512
3,15,13,2642
3,15,14,3445
3,15,15,3173
3,15,16,2982
3,15,17,2869
3,15,18,2614
3,15,19,2695
3,15,20,2174
3,15,21,1821
3,15,22,1482
3,15,23,1195
3,15,24,967
3,16,1,721
3,16,2,554
3,16,3,488
3,16,4,520
3,16,5,625
3,16,6,1063
3,16,7,1758
3,16,8,2024
3,16,9,2274
3,16,10,2427
3,16,11,2661
3,16,12,2752
3,16,13,3075
3,16,14,3544
3,16,15,3469
3,16,16,3372
3,16,17,3218
3,16,18,2865
3,16,19,2996
3,16,20,2410
3,16,21,1583
3,16,22,1418
3,16,23,1110
3,16,24,957
3,17,1,651
3,17,2,515
3,17,3,475
3,17,4,544
3,17,5,573
3,17,6,867
3,17,7,1482
3,17,8,2047
3,17,9,2214
3,17,10,2287
3,17,11,2530
3,17,12,2429
3,17,13,2558
3,17,14,3020
3,17,15,3175
3,17,16,3327
3,17,17,3438
3,17,18,3489
3,17,19,3413
3,17,20,2606
3,17,21,1788
3,17,22,1548
3,17,23,1212
3,17,24,976
3,18,1,694
3,18,2,584
3,18,3,502
3,18,4,527
3,18,5,565
3,18,6,880
3,18,7,1539
3,18,8,1976
3,18,9,2321
3,18,10,2378
3,18,11,2609
3,18,12,2564
3,18,13,2824
3,18,14,3166
3,18,15,3167
3,18,16,3285
3,18,17,3600
3,18,18,3885
3,18,19,3406
3,18,20,2393
3,18,21,1851
3,18,22,1428
3,18,23,1204
3,18,24,990
3,19,1,698
3,19,2,560
3,19,3,522
3,19,4,570
3,19,5,689
3,19,6,1038
3,19,7,1834
3,19,8,1724
3,19,9,1997
3,19,10,2142
3,19,11,2576
3,19,12,2880
3,19,13,2964
3,19,14,3157
3,19,15,3472
3,19,16,3729
3,19,17,3758
3,19,18,3515
3,19,19,3132
3,19,20,3051
3,19,21,1955
3,19,22,1531
3,19,23,1293
3,19,24,1018
3,20,1,738
3,20,2,658
3,20,3,623
3,20,4,615
3,20,5,741
3,20,6,1008
3,20,7,1593
3,20,8,1869
3,20,9,2321
3,20,10,2432
3,20,11,2907
3,20,12,3168
3,20,13,3564
3,20,14,3492
3,20,15,3609
3,20,16,3690
3,20,17,3808
3,20,18,3696
3,20,19,3361
3,20,20,3034
3,20,21,1980
3,20,22,1630
3,20,23,1460
3,20,24,1284
3,21,1,1093
3,21,2,882
3,21,3,818
3,21,4,865
3,21,5,840
3,21,6,947
3,21,7,1133
3,21,8,1642
3,21,9,2467
3,21,10,2692
3,21,11,2516
3,21,12,2596
3,21,13,2558
3,21,14,2831
3,21,15,2955
3,21,16,2958
3,21,17,3345
3,21,18,3233
3,21,19,2878
3,21,20,2599
3,21,21,1865
3,21,22,1861
3,21,23,1825
3,21,24,1426
3,22,1,1136
3,22,2,1017
3,22,3,890
3,22,4,856
3,22,5,679
3,22,6,723
3,22,7,863
3,22,8,1092
3,22,9,1640
3,22,10,2174
3,22,11,2650
3,22,12,3045
3,22,13,3073
3,22,14,3646
3,22,15,3398
3,22,16,3264
3,22,17,3074
3,22,18,3269
3,22,19,2948
3,22,20,2361
3,22,21,2130
3,22,22,1601
3,22,23,1198
3,22,24,922
3,23,1,698
3,23,2,547
3,23,3,470
3,23,4,536
3,23,5,615
3,23,6,1138
3,23,7,1791
3,23,8,2134
3,23,9,2516
3,23,10,2524
3,23,11,2504
3,23,12,2635
3,23,13,2889
3,23,14,3117
3,23,15,3305
3,23,16,3172
3,23,17,3599
3,23,18,3831
3,23,19,3253
3,23,20,2604
3,23,21,1725
3,23,22,1302
3,23,23,1024
3,23,24,807
3,24,1,639
3,24,2,525
3,24,3,478
3,24,4,492
3,24,5,564
3,24,6,897
3,24,7,1498
3,24,8,2123
3,24,9,2253
3,24,10,2324
3,24,11,2487
3,24,12,2696
3,24,13,2780
3,24,14,3272
3,24,15,3016
3,24,16,3345
3,24,17,3693
3,24,18,3537
3,24,19,3190
3,24,20,2435
3,24,21,1732
3,24,22,1510
3,24,23,1241
3,24,24,1017
3,25,1,655
3,25,2,538
3,25,3,506
3,25,4,497
3,25,5,595
3,25,6,863
3,25,7,1449
3,25,8,1996
3,25,9,2366
3,25,10,2453
3,25,11,2472
3,25,12,2720
3,25,13,3237
3,25,14,3488
3,25,15,3485
3,25,16,3649
3,25,17,3856
3,25,18,3528
3,25,19,3236
3,25,20,2637
3,25,21,1932
3,25,22,1564
3,25,23,1204
3,25,24,1125
3,26,1,701
3,26,2,593
3,26,3,542
3,26,4,562
3,26,5,611
3,26,6,917
3,26,7,1468
3,26,8,1922
3,26,9,2332
3,26,10,2187
3,26,11,2519
3,26,12,2698
3,26,13,2959
3,26,14,3288
3,26,15,3750
3,26,16,3825
3,26,17,3614
3,26,18,3719
3,26,19,3248
3,26,20,2944
3,26,21,2092
3,26,22,1754
3,26,23,1387
3,26,24,1109
3,27,1,829
3,27,2,708
3,27,3,667
3,27,4,648
3,27,5,751
3,27,6,1032
3,27,7,1427
3,27,8,1820
3,27,9,2361
3,27,10,2840
3,27,11,3260
3,27,12,3349
3,27,13,3221
3,27,14,3072
3,27,15,3079
3,27,16,3027
3,27,17,3623
3,27,18,3557
3,27,19,3735
3,27,20,3055
3,27,21,1928
3,27,22,1199
3,27,23,1961
3,27,24,1530
3,28,1,1212
3,28,2,933
3,28,3,941
3,28,4,937
3,28,5,991
3,28,6,1042
3,28,7,1231
3,28,8,2017
3,28,9,2469
3,28,10,2738
3,28,11,2680
3,28,12,2646
3,28,13,2755
3,28,14,2857
3,28,15,2892
3,28,16,2701
3,28,17,2691
3,28,18,2442
3,28,19,2657
3,28,20,2127
3,28,21,1578
3,28,22,1646
3,28,23,1511
3,28,24,1304
3,29,1,1078
3,29,2,806
3,29,3,762
3,29,4,752
3,29,5,636
3,29,6,646
3,29,7,833
3,29,8,1521
3,29,9,2068
3,29,10,2434
3,29,11,2635
3,29,12,2702
3,29,13,2732
3,29,14,3067
3,29,15,3083
3,29,16,3068
3,29,17,2618
3,29,18,2482
3,29,19,3124
3,29,20,2812
3,29,21,1738
3,29,22,1415
3,29,23,1075
3,29,24,908
3,30,1,614
3,30,2,566
3,30,3,464
3,30,4,514
3,30,5,604
3,30,6,979
3,30,7,1693
3,30,8,2140
3,30,9,2223
3,30,10,2479
3,30,11,2718
3,30,12,3174
3,30,13,3304
3,30,14,2985
3,30,15,2840
3,30,16,3329
3,30,17,3256
3,30,18,3534
3,30,19,3254
3,30,20,2334
3,30,21,1585
3,30,22,1328
3,30,23,1239
3,30,24,892
3,31,1,632
3,31,2,514
3,31,3,465
3,31,4,463
3,31,5,580
3,31,6,868
3,31,7,1417
3,31,8,2236
3,31,9,2227
3,31,10,2235
3,31,11,2550
3,31,12,2582
3,31,13,2533
3,31,14,3239
3,31,15,3663
3,31,16,3580
3,31,17,3737
3,31,18,3506
3,31,19,3041
3,31,20,2733
3,31,21,1810
3,31,22,1509
3,31,23,1143
3,31,24,938
4,1,1,755
4,1,2,592
4,1,3,557
4,1,4,575
4,1,5,625
4,1,6,1030
4,1,7,1653
4,1,8,1973
4,1,9,2158
4,1,10,2333
4,1,11,2631
4,1,12,2626
4,1,13,2715
4,1,14,3254
4,1,15,3348
4,1,16,3429
4,1,17,3452
4,1,18,3493
4,1,19,3027
4,1,20,3182
4,1,21,1946
4,1,22,1593
4,1,23,1265
4,1,24,1001
4,2,1,759
4,2,2,574
4,2,3,566
4,2,4,587
4,2,5,657
4,2,6,992
4,2,7,1511
4,2,8,2135
4,2,9,2471
4,2,10,2760
4,2,11,3010
4,2,12,3283
4,2,13,3474
4,2,14,3584
4,2,15,3753
4,2,16,3996
4,2,17,3909
4,2,18,3749
4,2,19,3242
4,2,20,2908
4,2,21,2642
4,2,22,1902
4,2,23,1332
4,2,24,1216
4,3,1,908
4,3,2,729
4,3,3,696
4,3,4,770
4,3,5,977
4,3,6,1465
4,3,7,1515
4,3,8,2188
4,3,9,2575
4,3,10,2869
4,3,11,2795
4,3,12,2836
4,3,13,3132
4,3,14,3636
4,3,15,3414
4,3,16,3656
4,3,17,3647
4,3,18,3257
4,3,19,3660
4,3,20,3044
4,3,21,2222
4,3,22,2036
4,3,23,1901
4,3,24,1546
4,4,1,1135
4,4,2,1000
4,4,3,1077
4,4,4,1163
4,4,5,994
4,4,6,1195
4,4,7,1534
4,4,8,2354
4,4,9,2957
4,4,10,2819
4,4,11,2844
4,4,12,2771
4,4,13,2576
4,4,14,3022
4,4,15,2931
4,4,16,2905
4,4,17,2625
4,4,18,2419
4,4,19,2495
4,4,20,2526
4,4,21,1838
4,4,22,1579
4,4,23,1546
4,4,24,1226
4,5,1,965
4,5,2,744
4,5,3,664
4,5,4,681
4,5,5,585
4,5,6,642
4,5,7,763
4,5,8,1605
4,5,9,1826
4,5,10,2312
4,5,11,2616
4,5,12,2447
4,5,13,2646
4,5,14,3203
4,5,15,3443
4,5,16,3382
4,5,17,3205
4,5,18,3072
4,5,19,2934
4,5,20,2586
4,5,21,1376
4,5,22,1394
4,5,23,1055
4,5,24,899
4,6,1,669
4,6,2,568
4,6,3,484
4,6,4,510
4,6,5,678
4,6,6,1131
4,6,7,1730
4,6,8,2195
4,6,9,2539
4,6,10,2601
4,6,11,3111
4,6,12,3052
4,6,13,3015
4,6,14,3442
4,6,15,3602
4,6,16,3527
4,6,17,3624
4,6,18,3862
4,6,19,3346
4,6,20,2344
4,6,21,1761
4,6,22,1628
4,6,23,1406
4,6,24,982
4,7,1,698
4,7,2,584
4,7,3,534
4,7,4,500
4,7,5,572
4,7,6,890
4,7,7,1645
4,7,8,1567
4,7,9,1639
4,7,10,2353
4,7,11,2592
4,7,12,2518
4,7,13,2772
4,7,14,3209
4,7,15,3167
4,7,16,3342
4,7,17,3452
4,7,18,3623
4,7,19,3293
4,7,20,2471
4,7,21,1513
4,7,22,1540
4,7,23,1346
4,7,24,995
4,8,1,690
4,8,2,549
4,8,3,509
4,8,4,597
4,8,5,590
4,8,6,921
4,8,7,1308
4,8,8,2058
4,8,9,2291
4,8,10,2435
4,8,11,2703
4,8,12,2651
4,8,13,2597
4,8,14,3015
4,8,15,3215
4,8,16,3434
4,8,17,3509
4,8,18,3624
4,8,19,3585
4,8,20,3058
4,8,21,2048
4,8,22,1542
4,8,23,1185
4,8,24,985
4,9,1,738
4,9,2,589
4,9,3,540
4,9,4,552
4,9,5,652
4,9,6,922
4,9,7,1395
4,9,8,2016
4,9,9,2350
4,9,10,2362
4,9,11,2633
4,9,12,2668
4,9,13,2842
4,9,14,3093
4,9,15,3611
4,9,16,3761
4,9,17,3526
4,9,18,3359
4,9,19,3170
4,9,20,2956
4,9,21,1779
4,9,22,1563
4,9,23,1298
4,9,24,1040
4,10,1,754
4,10,2,590
4,10,3,537
4,10,4,547
4,10,5,661
4,10,6,898
4,10,7,1397
4,10,8,2050
4,10,9,2702
4,10,10,2689
4,10,11,2863
4,10,12,3099
4,10,13,3427
4,10,14,3570
4,10,15,3550
4,10,16,3521
4,10,17,3480
4,10,18,3349
4,10,19,2471
4,10,20,2725
4,10,21,2002
4,10,22,1801
4,10,23,1695
4,10,24,1433
4,11,1,1256
4,11,2,803
4,11,3,676
4,11,4,644
4,11,5,652
4,11,6,722
4,11,7,932
4,11,8,1837
4,11,9,2263
4,11,10,2319
4,11,11,2591
4,11,12,2503
4,11,13,2439
4,11,14,2810
4,11,15,2741
4,11,16,2711
4,11,17,2421
4,11,18,2451
4,11,19,2217
4,11,20,2733
4,11,21,1968
4,11,22,1712
4,11,23,1711
4,11,24,1385
4,12,1,1094
4,12,2,780
4,12,3,652
4,12,4,651
4,12,5,583
4,12,6,587
4,12,7,791
4,12,8,1717
4,12,9,2061
4,12,10,2459
4,12,11,2602
4,12,12,2867
4,12,13,3067
4,12,14,3499
4,12,15,3250
4,12,16,3328
4,12,17,3505
4,12,18,3537
4,12,19,3095
4,12,20,2580
4,12,21,1626
4,12,22,1260
4,12,23,967
4,12,24,823
4,13,1,645
4,13,2,491
4,13,3,470
4,13,4,459
4,13,5,609
4,13,6,938
4,13,7,1490
4,13,8,2190
4,13,9,2279
4,13,10,2375
4,13,11,2750
4,13,12,2813
4,13,13,3263
4,13,14,3416
4,13,15,3481
4,13,16,3693
4,13,17,3942
4,13,18,3887
4,13,19,3214
4,13,20,2587
4,13,21,1635
4,13,22,1558
4,13,23,1351
4,13,24,1022
4,14,1,701
4,14,2,504
4,14,3,490
4,14,4,476
4,14,5,586
4,14,6,1049
4,14,7,1969
4,14,8,2170
4,14,9,2211
4,14,10,2291
4,14,11,2758
4,14,12,2562
4,14,13,2656
4,14,14,3105
4,14,15,3180
4,14,16,3564
4,14,17,3644
4,14,18,3529
4,14,19,3505
4,14,20,2628
4,14,21,2064
4,14,22,1850
4,14,23,1334
4,14,24,990
4,15,1,730
4,15,2,559
4,15,3,491
4,15,4,519
4,15,5,557
4,15,6,950
4,15,7,1522
4,15,8,2008
4,15,9,2246
4,15,10,2340
4,15,11,2883
4,15,12,2962
4,15,13,3161
4,15,14,3157
4,15,15,3412
4,15,16,3607
4,15,17,3781
4,15,18,3762
4,15,19,3212
4,15,20,2603
4,15,21,1887
4,15,22,1437
4,15,23,1139
4,15,24,986
4,16,1,659
4,16,2,558
4,16,3,485
4,16,4,511
4,16,5,585
4,16,6,787
4,16,7,1368
4,16,8,2051
4,16,9,2408
4,16,10,2695
4,16,11,2840
4,16,12,3115
4,16,13,3430
4,16,14,3785
4,16,15,3699
4,16,16,3764
4,16,17,4024
4,16,18,3705
4,16,19,3533
4,16,20,2806
4,16,21,1618
4,16,22,2034
4,16,23,1470
4,16,24,1127
4,17,1,773
4,17,2,586
4,17,3,543
4,17,4,538
4,17,5,577
4,17,6,954
4,17,7,1703
4,17,8,2169
4,17,9,2364
4,17,10,2425
4,17,11,2863
4,17,12,3249
4,17,13,3451
4,17,14,3758
4,17,15,3559
4,17,16,3590
4,17,17,3549
4,17,18,3507
4,17,19,3033
4,17,20,2842
4,17,21,2496
4,17,22,1978
4,17,23,1608
4,17,24,1388
4,18,1,1071
4,18,2,832
4,18,3,693
4,18,4,737
4,18,5,669
4,18,6,826
4,18,7,1113
4,18,8,1848
4,18,9,2471
4,18,10,2615
4,18,11,2706
4,18,12,2735
4,18,13,2886
4,18,14,3047
4,18,15,3085
4,18,16,3109
4,18,17,2541
4,18,18,3087
4,18,19,2566
4,18,20,2360
4,18,21,1824
4,18,22,1519
4,18,23,1467
4,18,24,1305
4,19,1,1065
4,19,2,951
4,19,3,826
4,19,4,808
4,19,5,693
4,19,6,711
4,19,7,873
4,19,8,1388
4,19,9,1660
4,19,10,2111
4,19,11,2496
4,19,12,2661
4,19,13,2947
4,19,14,3353
4,19,15,3533
4,19,16,3545
4,19,17,3325
4,19,18,2957
4,19,19,2557
4,19,20,2251
4,19,21,1837
4,19,22,1302
4,19,23,1227
4,19,24,969
4,20,1,691
4,20,2,551
4,20,3,476
4,20,4,557
4,20,5,630
4,20,6,949
4,20,7,1606
4,20,8,2478
4,20,9,2530
4,20,10,2395
4,20,11,2472
4,20,12,2692
4,20,13,3179
4,20,14,3298
4,20,15,3028
4,20,16,3156
4,20,17,3562
4,20,18,3512
4,20,19,3136
4,20,20,2517
4,20,21,1856
4,20,22,1344
4,20,23,1068
4,20,24,880
4,21,1,639
4,21,2,505
4,21,3,480
4,21,4,507
4,21,5,517
4,21,6,816
4,21,7,1659
4,21,8,2348
4,21,9,2316
4,21,10,2369
4,21,11,2601
4,21,12,2595
4,21,13,2795
4,21,14,3269
4,21,15,3219
4,21,16,3458
4,21,17,3657
4,21,18,3386
4,21,19,3057
4,21,20,2809
4,21,21,1614
4,21,22,1449
4,21,23,1149
4,21,24,952
4,22,1,703
4,22,2,556
4,22,3,484
4,22,4,480
4,22,5,564
4,22,6,838
4,22,7,1640
4,22,8,2412
4,22,9,2145
4,22,10,2195
4,22,11,2545
4,22,12,2613
4,22,13,2868
4,22,14,3236
4,22,15,3052
4,22,16,3602
4,22,17,3758
4,22,18,3578
4,22,19,3094
4,22,20,3402
4,22,21,2125
4,22,22,1376
4,22,23,1196
4,22,24,906
4,23,1,692
4,23,2,562
4,23,3,515
4,23,4,552
4,23,5,568
4,23,6,804
4,23,7,1464
4,23,8,2344
4,23,9,2218
4,23,10,2303
4,23,11,2418
4,23,12,2550
4,23,13,3143
4,23,14,3325
4,23,15,3422
4,23,16,3633
4,23,17,3681
4,23,18,3703
4,23,19,2880
4,23,20,2588
4,23,21,1802
4,23,22,1577
4,23,23,1306
4,23,24,1035
4,24,1,724
4,24,2,508
4,24,3,517
4,24,4,529
4,24,5,594
4,24,6,876
4,24,7,1602
4,24,8,2571
4,24,9,2510
4,24,10,2493
4,24,11,2619
4,24,12,2736
4,24,13,3255
4,24,14,3396
4,24,15,3272
4,24,16,3122
4,24,17,3636
4,24,18,3300
4,24,19,2763
4,24,20,2840
4,24,21,2015
4,24,22,1583
4,24,23,1474
4,24,24,1486
4,25,1,915
4,25,2,716
4,25,3,641
4,25,4,611
4,25,5,561
4,25,6,648
4,25,7,976
4,25,8,2012
4,25,9,2226
4,25,10,2486
4,25,11,2553
4,25,12,2579
4,25,13,2575
4,25,14,2581
4,25,15,2810
4,25,16,2749
4,25,17,2505
4,25,18,2356
4,25,19,2247
4,25,20,2678
4,25,21,2006
4,25,22,1557
4,25,23,1680
4,25,24,1383
4,26,1,1017
4,26,2,672
4,26,3,662
4,26,4,662
4,26,5,600
4,26,6,649
4,26,7,787
4,26,8,1407
4,26,9,1438
4,26,10,2066
4,26,11,2280
4,26,12,2422
4,26,13,2524
4,26,14,2821
4,26,15,3184
4,26,16,3140
4,26,17,2668
4,26,18,3027
4,26,19,2785
4,26,20,2689
4,26,21,1714
4,26,22,1251
4,26,23,1102
4,26,24,833
4,27,1,605
4,27,2,514
4,27,3,466
4,27,4,485
4,27,5,598
4,27,6,842
4,27,7,2001
4,27,8,2559
4,27,9,2232
4,27,10,2426
4,27,11,2685
4,27,12,2830
4,27,13,3029
4,27,14,3248
4,27,15,3199
4,27,16,3504
4,27,17,3389
4,27,18,3431
4,27,19,3034
4,27,20,2441
4,27,21,1763
4,27,22,1170
4,27,23,1000
4,27,24,874
4,28,1,586
4,28,2,512
4,28,3,487
4,28,4,440
4,28,5,584
4,28,6,845
4,28,7,1558
4,28,8,2503
4,28,9,2293
4,28,10,2073
4,28,11,2348
4,28,12,2577
4,28,13,2781
4,28,14,3070
4,28,15,3134
4,28,16,3331
4,28,17,3433
4,28,18,3448
4,28,19,3074
4,28,20,2540
4,28,21,1639
4,28,22,1352
4,28,23,1197
4,28,24,859
4,29,1,613
4,29,2,519
4,29,3,468
4,29,4,496
4,29,5,534
4,29,6,851
4,29,7,1590
4,29,8,2498
4,29,9,2330
4,29,10,2334
4,29,11,2556
4,29,12,2810
4,29,13,3110
4,29,14,3247
4,29,15,3368
4,29,16,3562
4,29,17,3742
4,29,18,3534
4,29,19,3077
4,29,20,2737
4,29,21,1793
4,29,22,1366
4,29,23,1148
4,29,24,976
4,30,1,646
4,30,2,526
4,30,3,502
4,30,4,500
4,30,5,541
4,30,6,850
4,30,7,1699
4,30,8,2521
4,30,9,2313
4,30,10,2238
4,30,11,2789
4,30,12,2904
4,30,13,3279
4,30,14,3568
4,30,15,3700
4,30,16,3617
4,30,17,3937
4,30,18,3853
4,30,19,3377
4,30,20,2738
4,30,21,2004
4,30,22,1443
4,30,23,1234
4,30,24,902
5,1,1,608
5,1,2,552
5,1,3,528
5,1,4,489
5,1,5,580
5,1,6,851
5,1,7,1488
5,1,8,2497
5,1,9,2421
5,1,10,2504
5,1,11,2695
5,1,12,2995
5,1,13,3400
5,1,14,3349
5,1,15,3484
5,1,16,3668
5,1,17,3793
5,1,18,3671
5,1,19,3110
5,1,20,2775
5,1,21,2118
5,1,22,1477
5,1,23,1385
5,1,24,1311
5,2,1,714
5,2,2,714
5,2,3,615
5,2,4,627
5,2,5,725
5,2,6,647
5,2,7,960
5,2,8,1889
5,2,9,1961
5,2,10,2569
5,2,11,2565
5,2,12,2057
5,2,13,2630
5,2,14,2677
5,2,15,2596
5,2,16,2682
5,2,17,2653
5,2,18,2542
5,2,19,2366
5,2,20,2422
5,2,21,1582
5,2,22,1548
5,2,23,1373
5,2,24,1285
5,3,1,887
5,3,2,861
5,3,3,744
5,3,4,664
5,3,5,580
5,3,6,656
5,3,7,883
5,3,8,1525
5,3,9,1566
5,3,10,2091
5,3,11,2432
5,3,12,2602
5,3,13,2683
5,3,14,2652
5,3,15,3003
5,3,16,3161
5,3,17,3015
5,3,18,3101
5,3,19,2869
5,3,20,2653
5,3,21,1737
5,3,22,1429
5,3,23,1107
5,3,24,955
5,4,1,675
5,4,2,554
5,4,3,432
5,4,4,496
5,4,5,571
5,4,6,846
5,4,7,2064
5,4,8,2592
5,4,9,2474
5,4,10,2548
5,4,11,2849
5,4,12,2874
5,4,13,3077
5,4,14,3214
5,4,15,3335
5,4,16,3458
5,4,17,3613
5,4,18,3355
5,4,19,3184
5,4,20,2456
5,4,21,1654
5,4,22,1212
5,4,23,1019
5,4,24,848
5,5,1,648
5,5,2,510
5,5,3,489
5,5,4,462
5,5,5,557
5,5,6,848
5,5,7,1652
5,5,8,2616
5,5,9,2354
5,5,10,2403
5,5,11,2628
5,5,12,2688
5,5,13,2764
5,5,14,3140
5,5,15,3160
5,5,16,3324
5,5,17,3690
5,5,18,3149
5,5,19,2983
5,5,20,2306
5,5,21,1926
5,5,22,1154
5,5,23,1017
5,5,24,915
5,6,1,641
5,6,2,494
5,6,3,474
5,6,4,485
5,6,5,511
5,6,6,846
5,6,7,1882
5,6,8,2508
5,6,9,2278
5,6,10,2535
5,6,11,2848
5,6,12,2811
5,6,13,2884
5,6,14,3208
5,6,15,3189
5,6,16,3420
5,6,17,3600
5,6,18,3492
5,6,19,3150
5,6,20,2818
5,6,21,796
5,6,22,1781
5,6,23,1427
5,6,24,984
5,7,1,698
5,7,2,563
5,7,3,547
5,7,4,508
5,7,5,589
5,7,6,885
5,7,7,1801
5,7,8,2353
5,7,9,2314
5,7,10,2620
5,7,11,2988
5,7,12,2842
5,7,13,2961
5,7,14,3291
5,7,15,3373
5,7,16,3359
5,7,17,3165
5,7,18,3438
5,7,19,3473
5,7,20,3261
5,7,21,2251
5,7,22,1749
5,7,23,1372
5,7,24,1033
5,8,1,692
5,8,2,619
5,8,3,517
5,8,4,562
5,8,5,667
5,8,6,921
5,8,7,1958
5,8,8,2532
5,8,9,2498
5,8,10,2796
5,8,11,3099
5,8,12,3053
5,8,13,2945
5,8,14,3274
5,8,15,3335
5,8,16,3282
5,8,17,3602
5,8,18,3552
5,8,19,3053
5,8,20,2833
5,8,21,2311
5,8,22,1713
5,8,23,1467
5,8,24,1383
5,9,1,964
5,9,2,795
5,9,3,667
5,9,4,690
5,9,5,657
5,9,6,739
5,9,7,1454
5,9,8,2360
5,9,9,2505
5,9,10,2630
5,9,11,2684
5,9,12,2636
5,9,13,2578
5,9,14,2770
5,9,15,2855
5,9,16,2901
5,9,17,2735
5,9,18,2888
5,9,19,2687
5,9,20,2984
5,9,21,2128
5,9,22,1736
5,9,23,1610
5,9,24,1458
5,10,1,1023
5,10,2,760
5,10,3,707
5,10,4,692
5,10,5,577
5,10,6,586
5,10,7,1184
5,10,8,1453
5,10,9,1785
5,10,10,2484
5,10,11,2928
5,10,12,3005
5,10,13,2926
5,10,14,3311
5,10,15,3233
5,10,16,3217
5,10,17,3203
5,10,18,3202
5,10,19,3057
5,10,20,3252
5,10,21,2389
5,10,22,1596
5,10,23,1306
5,10,24,1081
5,11,1,692
5,11,2,517
5,11,3,465
5,11,4,486
5,11,5,591
5,11,6,1062
5,11,7,2492
5,11,8,2477
5,11,9,2334
5,11,10,2576
5,11,11,3018
5,11,12,3083
5,11,13,3039
5,11,14,3166
5,11,15,3508
5,11,16,3369
5,11,17,3614
5,11,18,3595
5,11,19,3242
5,11,20,2680
5,11,21,2023
5,11,22,1381
5,11,23,1161
5,11,24,874
5,12,1,643
5,12,2,521
5,12,3,481
5,12,4,515
5,12,5,575
5,12,6,878
5,12,7,2015
5,12,8,2701
5,12,9,2154
5,12,10,2395
5,12,11,2860
5,12,12,2667
5,12,13,2778
5,12,14,3365
5,12,15,3486
5,12,16,3673
5,12,17,3975
5,12,18,3614
5,12,19,3426
5,12,20,2893
5,12,21,1703
5,12,22,1526
5,12,23,1224
5,12,24,923
5,13,1,628
5,13,2,547
5,13,3,505
5,13,4,474
5,13,5,634
5,13,6,861
5,13,7,1541
5,13,8,2420
5,13,9,2122
5,13,10,2536
5,13,11,2798
5,13,12,2911
5,13,13,2957
5,13,14,3314
5,13,15,3285
5,13,16,3527
5,13,17,3701
5,13,18,3462
5,13,19,2985
5,13,20,3086
5,13,21,2129
5,13,22,1520
5,13,23,1218
5,13,24,1199
5,14,1,716
5,14,2,560
5,14,3,499
5,14,4,539
5,14,5,622
5,14,6,892
5,14,7,2029
5,14,8,2368
